fold_id,cv_tag,html_id,sent_id,text,tag
6,cv673,24714,33,the brokers approach their job with the fervor of overzealous jocks : they storm to work like football players on the way to the big game .,pos
6,cv673,24714,34,rap music thumps on the soundtrack effectively illustrating who these guys think they are : intellectual gangsters .,pos
6,cv673,24714,35,they aren't above a rumble as a test of man hood especially during leisure time where the lumbering scott caan seems all too eager to use his fists in minor disputes .,pos
6,cv673,24714,36,"we drink up this world along with seth , and watch him become seduced by it , just like we might be .",pos
6,cv673,24714,37,"as in all cautionary tales , boiler room begins with seducing us into its illustrious world of profit and wrongdoing , then smacks us with the consequences of all the recklessness .",pos
6,cv673,24714,38,i know this story .,pos
6,cv673,24714,39,we all do .,pos
6,cv673,24714,40,"but it can work if it's told with intelligence and energy , and that is how writer \ director ben younger tells it .",pos
6,cv673,24714,41,as a director of ( please excuse my french ) mise-en-scene younger has much to learn .,pos
6,cv673,24714,42,his style is sitcom bland .,pos
6,cv673,24714,43,but his writing isn't .,pos
6,cv673,24714,44,younger's script is well studied in the vernacular of this bunch ; his dialogue is like a junior david mamet .,pos
6,cv673,24714,45,despite the moderate camera work younger fills his phone-pitch scenes with tension that comes from just the performances and the tightly wound script .,pos
6,cv673,24714,46,"the brokers \ hucksters counter every customer objection , gently bullying them into buying stock .",pos
6,cv673,24714,47,these moments are filmed like psychological action scenes : a tense confrontation between a victimizer and a victim who isn't aware that he is one .,pos
6,cv673,24714,48,"with the exception of affleck's brief appearances , the performances are truly exceptional .",pos
6,cv673,24714,49,"ribisi , who has the edgy looks of a character actor , is extremely potent here , working his pale angular face , and eerie , plaintive stare for all their worth .",pos
6,cv673,24714,50,"he conveys child-like vulnerability ( his character seems to hide in a corner whenever things aren't going his way ) in some scenes , and in others he's ferociously cut throat .",pos
6,cv673,24714,51,"the jekyll and hyde contradiction works well in the movie : ribisi is confident when it's just him and the phone , but cowardly in front of authority figures including his abrasive father ( authoritatively played by ron rifkin ) .",pos
6,cv673,24714,52,boiler room thankfully avoids wall street-like histrionics in the sales-pitch sequences ; the sales build slowly like a crescendo of intelligent psychological ploys .,pos
6,cv673,24714,53,"those ploys are taught to seth by chris ( vin diesel ) , a kind broker who alternates between seth's friend and his mentor .",pos
6,cv673,24714,54,diesl shines in his minor role .,pos
6,cv673,24714,55,this week i saw the sci-fi opus pitch black in which diesel plays a completely different role in an equally effective manner .,pos
6,cv673,24714,56,"in that film he has the kind of role that might have gone to arnold schwarzenegger in the 80's , and in boiler room he has the kind of role that might have gone to elliot gould in the 70's .",pos
6,cv673,24714,57,nicky katt is also memorable as a superior broker obsessed with what he can't have .,pos
6,cv673,24714,58,"nia long , as the firm's secretary , ( a lone black women amongst many white men ) is ribisi's love interest in a part that at first looks to be as insignificant as most of the parts this talented actress gets , but develops into something more interesting .",pos
6,cv673,24714,59,the two make an oddly likeable couple .,pos
6,cv673,24714,60,"long is smart and brash , and ribisi is charmingly aloof .",pos
6,cv673,24714,61,"at one point he says to her "" i'm just lookin' for some chocolate love "" .",pos
6,cv673,24714,62,"it's a terrible line but ribisi delivers it in such an innocuous child-like way , it becomes sweetly endearing .",pos
6,cv673,24714,63,"unfortunately , towards the end , the boiler room turns a tad schmaltzy .",pos
6,cv673,24714,64,"there is much crying , hugging , and sorrowful stares .",pos
6,cv673,24714,65,"this is okay when taken in small doses , but younger's conclusion is constructed as a series of these boo-hoo moments , one following the other .",pos
6,cv673,24714,66,a particular misstep is his attempt to show the effect that seth's manipulations have on one of his poor victims .,pos
6,cv673,24714,67,"it's not a bad idea but the execution is lacking , with those scenes feeling tacked on to further spell out the message .",pos
6,cv673,24714,68,"that message being , "" greed is bad "" .",pos
6,cv673,24714,69,"yes it's patently obvious , but boiler room conveys it by introducing us to a culture that i haven't seen much of in the movies : the disenfranchised twenty something entrepreneur .",pos
6,cv673,24714,70,and all wall street did was introduce us to a simplistic fantasy world of saints and sinners .,pos
6,cv673,24714,71,boiler room offers neither extreme .,pos
6,cv673,24714,72,"it gives us what is in between , and for that i am thankful .",pos
6,cv674,10732,0,look back at all the times in your life when there was a fork in the path to the future .,pos
6,cv674,10732,1,"some sort of decision had to be made , and , for better or worse , it irrevocably altered the course of your existence .",pos
6,cv674,10732,2,">from time-to-time , everyone thinks about the roads not taken , and how things might have turned out if the choice had been different .",pos
6,cv674,10732,3,"perhaps even more dizzying to contemplate is how a seemingly minor action -- catching the 10 am train , for example -- could have an equally profound , yet less obvious , impact .",pos
6,cv674,10732,4,"maybe that's where you met your significant other , and , had you reached the platform just a few seconds later ?",pos
6,cv674,10732,5,"film makers are no less fascinated by issues of destiny than anyone else , and that's why there's no shortage of movies about this subject .",pos
6,cv674,10732,6,"the best of the bunch were probably made by the late polish director krzysztof kieslowski , who was obsessed with questions of fate and chance .",pos
6,cv674,10732,7,"these themes weave their way through many of his movies , including decalogue , the double life of veronique , and the triptych of blue , white , and red .",pos
6,cv674,10732,8,"however , they are most explicitly examined in a 1981 film called blind chance , where kieslowski presents the three different fates of one man after a minor action ( missing or catching a train ) changes the course of his life .",pos
6,cv674,10732,9,"in his autobiography , kieslowski on kieslowski , the director describes his attraction to the concept this way : "" [the idea is] rich and interesting ? that every day we're faced with a choice which could end our entire life yet of which we're completely unaware . """,pos
6,cv674,10732,10,"while this approach has been the fodder for several notable dramatic films ( including , in a way , frank capra's it's a wonderful life ) , sliding doors is the first romantic comedy to plumb its depths .",pos
6,cv674,10732,11,"the "" road not taken "" approach isn't just a plot device , either .",pos
6,cv674,10732,12,writer/director peter howitt expands upon both possible fates of a character after she just misses/catches a train .,pos
6,cv674,10732,13,"the audience watches , with ever-growing fascination , how this one event impacts upon every aspect of her life : her future career , where she lives , whom she loves , and whether she has a family .",pos
6,cv674,10732,14,"as her separate destinies diverge and then re-converge , she becomes two completely different individuals .",pos
6,cv674,10732,15,"that woman is helen , played by gwyneth paltrow as a long , dark- haired brit .",pos
6,cv674,10732,16,"one day , after losing her job as an advertising executive , she decides to return home in the middle of the day .",pos
6,cv674,10732,17,the scene of the pivotal moment is a train platform .,pos
6,cv674,10732,18,"in scenario #1 , she just slips through the sliding doors before the train pulls out of the station .",pos
6,cv674,10732,19,"on board , she meets the cheerful , talkative james ( john hannah ) , a monty python fan who is taken with her beauty .",pos
6,cv674,10732,20,"minutes later , in her flat , she walks in on her lover , gerry ( john lynch ) , in bed with another woman ( jeanne tripplehorn ) .",pos
6,cv674,10732,21,"in scenario #2 , she misses the train and , shortly thereafter , is the victim of an attempted mugging .",pos
6,cv674,10732,22,she doesn't meet james and fails to make it home in time to discover gerry's infidelity .,pos
6,cv674,10732,23,"juxtaposed one against the other , while sharing many places , cues , and characters , the two stories proceed in parallel from there .",pos
6,cv674,10732,24,"on one level , for viewers who enjoy pondering the workings of fate , sliding doors can be viewed as a deep and wonderful experience .",pos
6,cv674,10732,25,"but , for those who just appreciate a romantic comedy characterized by solid acting , a script with a few twists , and a great deal of genuinely funny material , sliding doors still fits the bill .",pos
6,cv674,10732,26,"one of its most obvious strengths is that it can satisfy many different types of audiences -- those who demand something substantial from their motion pictures , and those who could care less .",pos
6,cv674,10732,27,"it shouldn't come as any surprise that the acting , at least from three of the four leads , is solid .",pos
6,cv674,10732,28,"paltrow , who does double duty as two helens who are initially the same , yet gradually become much different , is the standout .",pos
6,cv674,10732,29,"she plays both of her roles effectively and believably -- the shy , insecure woman who stays with gerry and the liberated , platinum-blond who severs the ties to her old life and embarks on a new career with a new man .",pos
6,cv674,10732,30,"john hannah , known to most american viewers as the younger gay character in four weddings and a funeral , is instantly likable .",pos
6,cv674,10732,31,"john lynch , taking a break from movies about ireland's troubles , does a good job presenting gerry as a inept , selfish philanderer .",pos
6,cv674,10732,32,"only jeanne tripplehorn , who plays an over-the-top vixen , seems out of place .",pos
6,cv674,10732,33,"her attempts at broad comedy are occasionally jarring , and it's occasionally difficult to see her lydia as anything more than a plot element .",pos
6,cv674,10732,34,one member of the supporting cast deserves special notice .,pos
6,cv674,10732,35,"douglas mcferran , who plays gerry's best friend , russell , is an absolute delight , stealing every scene that he's in .",pos
6,cv674,10732,36,part of this is surely because he is given the best lines in the movie .,pos
6,cv674,10732,37,"on one occasion , he has a marvelous monologue bemoaning how advances in the telecommunications industry have trapped men into a life of monogamy .",pos
6,cv674,10732,38,"on another occasion , while laughing at gerry's plight with the women in his life , he comments , "" being with you makes the wait for the next episode of seinfeld more bearable . """,pos
6,cv674,10732,39,but it's not all in the dialogue .,pos
6,cv674,10732,40,mcferran tears into this part with relish ; his performance becomes one of the most memorable aspects of a top-notch comedy .,pos
6,cv674,10732,41,"this is the first feature film for peter howitt , and he approaches the task with unimpeachable aplomb .",pos
6,cv674,10732,42,"the script is shrewd and inventive , combining wit , romance , and intelligent melodrama into a crowd-pleasing whole .",pos
6,cv674,10732,43,"sliding doors grants more than just a good time at the movies , however .",pos
6,cv674,10732,44,"for those who are so inclined , its central theme offers an opportunity to ponder some of the more philosophical questions about the workings of the universe -- all while having a good time .",pos
6,cv675,21588,0,"three things i learned from "" being john malkovich "" : when getting on the elevator for your first day of work on the 7 1/2th floor of a building , always bring your crowbar ; don't stand in the way of your wife's actualization as a man ; and , whenever entering a portal into the mind of another human being , wear old clothes , because , hey , it's muddy in there .",pos
6,cv675,21588,1,""" being john malkovich "" is the most original film to come down the pike in a very long time .",pos
6,cv675,21588,2,"wildly surrealistic , yet presented in a down-to-earth , funky style , this is the kind of movie that sticks in your head .",pos
6,cv675,21588,3,"after savoring the sheer inventiveness of the storyline , you roll around the wealth of ideas contained within it .",pos
6,cv675,21588,4,"from the ethics of relationships and politics of immortality to the very nature of identity itself , there's a lot to think about here .",pos
6,cv675,21588,5,just don't forget to have fun .,pos
6,cv675,21588,6,"clearly , all parties involved in the making of the film certainly did , starting with writer charles kaufman .",pos
6,cv675,21588,7,""" i wrote 'being john malkovich' without an outline , "" he explains in the press notes , "" blindly , with no sense of direction or purpose .",pos
6,cv675,21588,8,it's important to me that i don't have a map before i start .,pos
6,cv675,21588,9,"this allows me to surprise myself , stay engaged , discover things , and , hopefully , allow the unconscious to surface . """,pos
6,cv675,21588,10,"spike jonze ( mark wahlberg's na ? ve buddy in "" three kings "" ) takes it from there .",pos
6,cv675,21588,11,"the white-hot director of the beastie boy's "" sabotage , "" an award-winning parody of '70s tv cop shows , as well as numerous other music videos and commercials , eschews typical mtv flash for his feature film debut .",pos
6,cv675,21588,12,jonze wisely realized that a storyline this unusual is most effectively presented in a low-key style .,pos
6,cv675,21588,13,"his flat , matter-of-fact approach works perfectly .",pos
6,cv675,21588,14,and then there's the cast .,pos
6,cv675,21588,15,"john cusack plays control freak craig schwartz , a street performer who periodically gets decked by parents objecting to his remarkably expressive , but decidedly erotic puppet shows .",pos
6,cv675,21588,16,"over the years , his marriage to obsessive pet store employee lotte ( cameron diaz ) has devolved .",pos
6,cv675,21588,17,"once passionate lovers , the two are now little more than courteous roommates .",pos
6,cv675,21588,18,"financially strapped , craig takes a job as an entry-level file clerk at lestercorp , located on the 7 1/2th floor of a manhattan building .",pos
6,cv675,21588,19,"navigating around dr . lester ( orson bean ) , his 105 year-old boss and floris ( mary kay place ) , lester's dotty secretary , craig tries to settle into his new position , but two things keep him distracted .",pos
6,cv675,21588,20,"first , there's the beautiful and imperious maxine ( catherine keener ) , who delights in tormenting craig over his obvious lust for her .",pos
6,cv675,21588,21,"and then there's the hole behind the file cabinet , which turns out to be a portal into the mind of actor john malkovich .",pos
6,cv675,21588,22,"craig learns that anyone who enters the portal gets whooshed into the subconscious of malkovich , where they can experience life from his point of view ( with enough concentration , you can even influence his actions ) .",pos
6,cv675,21588,23,"after 15 minutes , the visitor gets ejected and unceremoniously dumped in a ditch on the side of the new jersey turnpike .",pos
6,cv675,21588,24,then things get a little weird .,pos
6,cv675,21588,25,"by the way , if you're concerned that i gave away too much of the plot , rest assured - - i barely scratched the surface .",pos
6,cv675,21588,26,one of the most satisfying aspects of the fable is that kaufman is not content to simply milk laughs from his bizarre set-up .,pos
6,cv675,21588,27,"instead , he crawls into the dark premise as completely as craig crawls into malkovich , rummaging around and toying with the various philosophical implications of compromising another person's identity .",pos
6,cv675,21588,28,"he also examines the consequences of the malko-visits to craig , lotte , maxine and , of course , john malkovich himself .",pos
6,cv675,21588,29,the performances are superb .,pos
6,cv675,21588,30,"malkovich ( best known to mainstream audiences for his work in "" dangerous liaisons , "" "" in the line of fire , "" and as head psychopath in the guilty-pleasure "" con air "" ) tweaks his own image in a dandy self-deprecating turn .",pos
6,cv675,21588,31,"far from his effete , vaguely reptilian persona , this malkovich is just another schlub , drinking with his pals and trying to get laid ( incidentally , charlie sheen also plays himself in a hilarious parody of his well-earned bad boy reputation ) .",pos
6,cv675,21588,32,"as always , john cusack nails his part , handily pulling viewers along even as craig's actions become unconscionable .",pos
6,cv675,21588,33,"the big surprises come from catherine keener and cameron diaz , both playing against type .",pos
6,cv675,21588,34,"kenner , usually cast in icy subordinate roles , is terrific as a highly intelligent , extremely manipulative femme fatale .",pos
6,cv675,21588,35,"cameron diaz , barely recognizable under a mess of brown , curly hair , sheds her perpetually sunny smile and draws big laughs as a woman thrown into extreme sexual confusion after taking a ride in malkovich .",pos
6,cv675,21588,36,""" being john malkovich "" stumbles towards the end , as jonze and kaufman try too hard to resolve the various subplots .",pos
6,cv675,21588,37,additional characters and increasingly complex explanations lead to a cluttered finale .,pos
6,cv675,21588,38,"regardless , this contemporary "" alice in wonderland "" is a real treat .",pos
6,cv675,21588,39,"i enjoyed watching "" being john malkovich , "" but only later , after reflecting on the film , did its resonance fully hit me .",pos
6,cv675,21588,40,"at one point , craig says , "" do you know what a metaphysical can of worms this portal is ? """,pos
6,cv675,21588,41,truer words were never spoken .,pos
6,cv676,21090,0,in my reviews i try to make gentle recommendations rather than telling you what to see or what not to see .,pos
6,cv676,21090,1,i realize that we all have different tastes and i cannot predict what my audience will like and what they will dislike .,pos
6,cv676,21090,2,"but in the case of american beauty , i must make an exception .",pos
6,cv676,21090,3,"if you haven't yet seen it , go see it .",pos
6,cv676,21090,4,now .,pos
6,cv676,21090,5,"stop reading this review and head for your local multiplex , then after you've seen it , come back .",pos
6,cv676,21090,6,i'll wait here .,pos
6,cv676,21090,7,welcome back .,pos
6,cv676,21090,8,"if you followed my advice ( and i see no reason why you should not have , do you ? ) ,",pos
6,cv676,21090,9,i'm sure you've just had one of the richest cinematic experiences of your life .,pos
6,cv676,21090,10,"american beauty is an extraordinary film , a powerful , jolting exploration of the dark side of the american dream .",pos
6,cv676,21090,11,it's humorous but it isn't funny because of the unrelenting ominous undercurrent that runs throughout the whole production .,pos
6,cv676,21090,12,"mixing comedy and the darkest of drama was the way this film was intended , and by god , it works , making it one of the year's very best .",pos
6,cv676,21090,13,lester burnham ( kevin spacey ) has entered the mother of all mid-life crises .,pos
6,cv676,21090,14,he is living life without a purpose .,pos
6,cv676,21090,15,"he is bored , depressed and sick of his sheltered , insignificant existence .",pos
6,cv676,21090,16,"he barely ever talks to his family , has no sex life , is stuck at a dead-end job and thinks he has no reason to live .",pos
6,cv676,21090,17,"but one day , when he and his equally troubled wife ( annette bening ) attend one of his daughter's ( thora birch ) cheerleading performances , he sees something that makes him come alive .",pos
6,cv676,21090,18,"what he sees is the performance by his daughter's friend , the head cheerleader .",pos
6,cv676,21090,19,he develops a lust for the promiscuous young girl ; an obsession which soon becomes pedophilic in nature .,pos
6,cv676,21090,20,"but for the first time , lester feels that he is actually living .",pos
6,cv676,21090,21,this crush is only the beginning .,pos
6,cv676,21090,22,"lester proceeds to make more and more radical changes in his life , buying the car of his dreams , cursing off the boss and quitting his job ( "" today i quit my job , told the boss to f * * * himself and blackmailed him for $60 , 000 -- would you pass the asparagus please ? "" ) ,",pos
6,cv676,21090,23,"buying drugs from the voyeur-next-door ( ricky fitts , a teenager who mysteriously videotapes what he considers to be "" beauty "" ) and refusing to be docile in family affairs .",pos
6,cv676,21090,24,"his new attitude further alienates his daughter , only reassuring her that her parents are nothing more than freaks of nature unjustly forced on her by the powers that be , and inspiring her to enter a relationship with her eccentric neighbor .",pos
6,cv676,21090,25,and the burnhams's neighbors provide american beauty with a significant chunk of its dramatic momentum .,pos
6,cv676,21090,26,"ricky fitts ( wes bentley ) serves as the film's thematic center , providing the obscure , powerful meaning of the title .",pos
6,cv676,21090,27,"colonel fitts , the father , is one of the most fascinating and complex characters in the movie , even considering his limited screentime .",pos
6,cv676,21090,28,"kevin spacey has never been better , and this performance will certainly earn him a chance to put a little gold person on his mantel .",pos
6,cv676,21090,29,"he never plays his droll character as a freak , rather , he effectively portrays him as a normal person led to drastic self-exploration by his dissatisfaction with life .",pos
6,cv676,21090,30,spacey is poignant and devastating in the role of a lifetime .,pos
6,cv676,21090,31,"equally astonishing is young thora birch , who plays her potentially stereotypical rebellious teen character with suprising feeling and tenderness .",pos
6,cv676,21090,32,"at two hours and ten minutes , american beauty didn't feel nearly long enough .",pos
6,cv676,21090,33,"it's a complicated , unforgettable film that , like the ice storm two years ago , dares to explore the darkest reaches of suburban life .",pos
6,cv676,21090,34,"powerfully and cynically , it dissects the notion of the pretty house with the white picket fence and appealing garden being the american dream .",pos
6,cv676,21090,35,"it claims that this picture-perfect image is just that -- an image , and hiding behind it are lives much darker than common knowledge would have it .",pos
6,cv676,21090,36,"the dark , deeply ironic ending , though given away by our narrator in the first few minutes of the movie , stays with you for weeks after it's all over .",pos
6,cv676,21090,37,american beauty is just the kind of uncompromising film hollywood needs every now and then to counterbalance the mindless drivel we see released ; even more so considering it's a masterpiece .,pos
6,cv677,17715,0,'pleasantville' ( 1998 ) taps into hollywood's lack of integrity with subtle messages that can be easily missed,pos
6,cv677,17715,1,"( www . pleasantville . com ) april 2 , 1999 ( friday )",pos
6,cv677,17715,2,"cast : tobey maguire , reese witherspoon , william h . macy , joan allen , j . t .",pos
6,cv677,17715,3,"walsh , jeff daniels",pos
6,cv677,17715,4,mpaa rating : pg-13 for sexual content and thematic elements,pos
6,cv677,17715,5,genre : drama,pos
6,cv677,17715,6,in my opinion :,pos
6,cv677,17715,7,in short : it takes a lot of careful observation to see the true morals and lessons brought out in this film ; one can easily be misled as to what the real message is .,pos
6,cv677,17715,8,"review : in a literally colorless world with an almost mechanical population , there is no room for transitioning variety or even the customary happenings of everyday life , such as rain , fire , or emotions .",pos
6,cv677,17715,9,the town of pleasantville has one adjective : pleasant .,pos
6,cv677,17715,10,"there is no sadness , no fear , no danger , no discomfort , no love , and no hate .",pos
6,cv677,17715,11,"put simply , it's a place alanis morissette could really work wonders for .",pos
6,cv677,17715,12,"j one big note however is that it is only a 50's sitcom that airs in reruns on an "" oldies "" tv station ? or is it ?",pos
6,cv677,17715,13,i had waited months to see this movie and after doing so on opening day i was not disappointed .,pos
6,cv677,17715,14,i found it quite intriguing and delightful and went back 3 more times in the period it endured at the box office .,pos
6,cv677,17715,15,"but it wasn't until months later , when i slipped in for a small showing in one of those crummy "" dollar theaters "" after not having seen it for so long , that my eyes were opened to such a deeper meaning and perspective than i had previously experienced .",pos
6,cv677,17715,16,"it is a far too feasible misconception that this is a film which forwards the idea that a world without some "" healthy "" immorality is not a world at all .",pos
6,cv677,17715,17,"instead , the actual message , which so far has not been recognized by many viewers that i know of , is that a world without immorality doesn't give one the ability to discern right and wrong for himself , because everything is automatically right .",pos
6,cv677,17715,18,"there is no room for mistakes and growth and learning because there are no mistakes to be made , no space for growth , and never anything new to learn , and that is the key component to the entire purpose of the story .",pos
6,cv677,17715,19,"now i'm not saying that's necessarily the way it was intended to be interpreted , but that is hands down the proper way in which it should be .",pos
6,cv677,17715,20,"besides a hidden symbolic depth and themes that go beyond what we can absorb from previews , this film has elements of physical wonder and strength that make it just so great to watch .",pos
6,cv677,17715,21,the visual effects are indeed striking and what little color is revealed is impartially favorable .,pos
6,cv677,17715,22,"after spending the bulk of the movie staring at black and white , it's hard not to identify and appreciate the fact that our own world allows for all that brilliance and more .",pos
6,cv677,17715,23,"a truly intelligent addition to it all , however , is the charming and ardently attainable cast that operates together like clockwork .",pos
6,cv677,17715,24,"that said , the plot goes as such .",pos
6,cv677,17715,25,"david and jennifer are two very 90's high school twins with the typical "" relationship "" outline of don't-mess-with-my-life-and-i-won't-mess-with-yours .",pos
6,cv677,17715,26,they demonstrate the well-known teenage qualities of two of the common versions of adolescents today .,pos
6,cv677,17715,27,"david is the shyer , subtler twin who would rather watch tv land than mtv , while jennifer is the wild , licentious one who spends her days at the mall and relishes in the pleasures of the offensive world of degradation .",pos
6,cv677,17715,28,"but when a freak accident enchantingly plops them smack dab in the middle of pleasantville as two of the main characters , they are forced to depend on each other to make it back home .",pos
6,cv677,17715,29,"nevertheless , jennifer works her magic and introduces the town to a more unrestrained approach to life , and while david frantically tries to stop her and get them back home , he realizes that change was exactly what the town needed .",pos
6,cv677,17715,30,"and , as said earlier , not to flip the town around into some corrupt society , but rather to give people the choice to decide between good and bad and to reap the results of their decisions and learn from them .",pos
6,cv677,17715,31,"not only were difficult choices being brought upon the town , but the simple accepted occurrences of ordinary existence also began to take place .",pos
6,cv677,17715,32,people got hurt .,pos
6,cv677,17715,33,they cried .,pos
6,cv677,17715,34,"they became afraid and happy and thoughtful and started to think for themselves , and that's when their physical world turned colors as well .",pos
6,cv677,17715,35,"this can be looked upon as quite a controversial movie , but to me the message is finally clear .",pos
6,cv677,17715,36,"i hope after reading this people can be more open to the film than they had been in the past , and realize that without choosing how our own lives will be run , we'll never know what we could have done better .",pos
6,cv677,17715,37,"until the next great movie i see , i remain sincerely , danielle flynn , imr",pos
6,cv678,13419,0,note : some may consider portions of the following text to be spoilers .,pos
6,cv678,13419,1,be forewarned .,pos
6,cv678,13419,2,"east meets west in mulan , the latest installment in disney's parade of annual animated feature films .",pos
6,cv678,13419,3,"an odd fusion of ancient asian traditions and disconcerting elements which betray obvious mass-market commercial sensibilities , this confident entry is easily the most engaging and satisfying hollywood animated feature in years , but falls short of actualizing its potential .",pos
6,cv678,13419,4,though not for lack of trying .,pos
6,cv678,13419,5,"in many respects , mulan is among disney's most mature efforts , skirting the surface of adult themes and daring to sneak glimpses into the messier side of combat .",pos
6,cv678,13419,6,"the violence of the battles in the film are admittedly sanitized -- the imagery of a pillaged village , neatly encapsulated in the form of a child's discarded doll , is in itself no more harrowing than luke discovering his fallen guardians in star wars , and mulan's later heroics in dispatching of the ruthless invaders is done so in the most tidy , bloodless method imaginable -- yet how often does a hollywood animated film , long considered as the last safe refuge for the innocent , dare touch upon the consequential horrors of war in such a provocative manner ?",pos
6,cv678,13419,7,"in an instant , idealistic mulan's innocence is lost , and her jovial squadron are reminded of what their efforts are spent defending .",pos
6,cv678,13419,8,"the film , based upon an ancient chinese fable , centers on a spirited young woman who disguises herself as a man in order to serve as her family's obligatory conscript when china finds itself under attack by huns ( cartoonishly depicted by easy demonic overtones , replete with glowing yellow eyes and dagger-edged teeth , although lent a surprisingly genuine sense of menace ) .",pos
6,cv678,13419,9,"dipping into the mythology of other cultures for the first time after cavorting in animated revisitings of familiar western / european fables and literature for decades , disney's new film is boldly set in ancient china rather than relocated elsewhere , story intact , to some neutral territory , and revels in its east asian roots ; aside from a predominantly asian-american cast providing the film's vocal work , there's liberal usage of oriental iconography throughout , and the artwork reveal hints of japanese anime influence .",pos
6,cv678,13419,10,"while the film does occasionally reach its limits and starts to tread upon old stereotypes -- invoking pseudo-asian references to items like beancurd and rice in every third sentence grows rather hoary , and i can't imagine that the regiment for ancient chinese warriors * really * included karate-chopping blocks of stone in two -- it's rather remarkable that a movie primarily positioned for american and european audiences delves so wholeheartedly into new foreign territory .",pos
6,cv678,13419,11,"the film also freely touches upon cultural idiosyncrasies from its outset ; although savvy viewers should easily pick up on the intrinsics immediately , it's startlingly assertive in providing as little shorthand as it does to unfamiliar youngsters with regards to the customs and traditions of mulan's land .",pos
